"id","owner_first_name","owner_last_name","business_name","business_address","business_phone_number","bir_registration_url","business_certificate_url","mayors_permit_url","username","email","cover_photo_url","services_offered","does_delivery","about_business","exact_location","business_hours","is_online","open_hours","availability_status","operating_hours","time_slots","latitude","longitude","status","rejection_reason","rejection_notes"
"0fdf1faf-7f0f-4f7f-d7f7-3456789012cd","Ana","Rodriguez","Bagong Silang Laundry","Purok 2, Brgy. Bagong Silang, Puerto Princesa City","0950-666-7777","","","","bagongsilang","bagongsilang@yahoo.com","","[{""service"": ""Wash & Fold"", ""price"": 34}, {""service"": ""Bulk Orders"", ""price"": 28}, {""service"": ""Same-Day Service"", ""price"": 45}]","true","Efficient laundry service in Bagong Silang catering to bulk orders with same-day service option for urgent needs.","Purok 2, Brgy. Bagong Silang","{""monday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""tuesday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""wednesday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""thursday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""friday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""saturday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""sunday"": {""open"": ""09:00"", ""close"": ""18:00""}}","true","8:00 AM - 7:00 PM","Open Slots","{""open_hour"": 8, ""close_hour"": 19, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""08:00-10:00"", ""available"": true}, {""slot"": ""10:00-12:00"", ""available"": true}]","9.7420","118.7420","pending","",""
"1fdf2faf-8f1f-4f8f-d8f8-4567890123cd","Silvia","Mendoza","Binduyan Laundry","Sitio Proper, Brgy. Binduyan, Puerto Princesa City","0951-777-8888","","","","binduyan","binduyan@gmail.com","","[{""service"": ""Regular Wash"", ""price"": 36}, {""service"": ""Mountain Gear"", ""price"": 65}, {""service"": ""Group Discount"", ""price"": 30}]","true","Mountain community laundry in Binduyan specializing in outdoor gear cleaning and group discounts for trekkers.","Sitio Proper, Brgy. Binduyan","{""monday"": {""open"": ""07:30"", ""close"": ""17:30""}, ""tuesday"": {""open"": ""07:30"", ""close"": ""17:30""}, ""wednesday"": {""open"": ""07:30"", ""close"": ""17:30""}, ""thursday"": {""open"": ""07:30"", ""close"": ""17:30""}, ""friday"": {""open"": ""07:30"", ""close"": ""17:30""}, ""saturday"": {""open"": ""07:30"", ""close"": ""17:30""}, ""sunday"": {""open"": ""08:00"", ""close"": ""16:00""}}","true","7:30 AM - 5:30 PM","Open Slots","{""open_hour"": 7, ""close_hour"": 17, ""open_minute"": 30, ""close_minute"": 30}","[{""slot"": ""07:30-09:30"", ""available"": true}, {""slot"": ""09:30-11:30"", ""available"": true}]","9.7580","118.7580","pending","",""
"2fdf2faf-9f2f-4f9f-d9f9-5678901234cd","Esteban","Castro","Buenavista Cleaners","Poblacion, Brgy. Buenavista, Puerto Princesa City","0952-888-9999","","","","buenavista","buenavista@yahoo.com","","[{""service"": ""Wash & Fold"", ""price"": 32}, {""service"": ""Rural Delivery"", ""price"": 20}, {""service"": ""Elderly Discount"", ""price"": 28}]","true","Serving the rural Buenavista community with affordable laundry services and special rates for elderly residents.","Poblacion, Brgy. Buenavista","{""monday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""tuesday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""wednesday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""thursday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""friday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""saturday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""sunday"": {""open"": ""09:00"", ""close"": ""16:00""}}","true","8:00 AM - 5:00 PM","Open Slots","{""open_hour"": 8, ""close_hour"": 17, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""08:00-10:00"", ""available"": true}, {""slot"": ""10:00-12:00"", ""available"": true}]","9.7630","118.7630","pending","",""
"3fdf3faf-0f3f-4f0f-d0f0-6789012345cd","Rosario","Lopez","Cabayugan Laundry","Sitio Proper, Brgy. Cabayugan, Puerto Princesa City","0953-999-0000","","","","cabayugan","cabayugan@gmail.com","","[{""service"": ""Regular Wash"", ""price"": 38}, {""service"": ""Tourist Laundry"", ""price"": 45}, {""service"": ""Backpack Cleaning"", ""price"": 55}]","true","Serving the Cabayugan community and tourists visiting nearby attractions with specialized backpack and travel gear cleaning.","Sitio Proper, Brgy. Cabayugan","{""monday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""tuesday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""wednesday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""thursday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""friday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""saturday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""sunday"": {""open"": ""08:00"", ""close"": ""17:00""}}","true","7:00 AM - 6:00 PM","Open Slots","{""open_hour"": 7, ""close_hour"": 18, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""07:00-09:00"", ""available"": true}, {""slot"": ""09:00-11:00"", ""available"": true}]","9.7450","118.7450","pending","",""
"4fdf4faf-4f4f-4f0f-d0f0-7890123456cd","Javier","Herrera","Concepcion Laundry","Centro, Brgy. Concepcion, Puerto Princesa City","0954-000-1111","","","","concepcion","concepcion@yahoo.com","","[{""service"": ""Wash & Fold"", ""price"": 34}, {""service"": ""School Uniforms"", ""price"": 38}, {""service"": ""Pickup Service"", ""price"": 15}]","true","Serving the Concepcion community with school uniform specialization and convenient pickup service for busy families.","Centro, Brgy. Concepcion","{""monday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""tuesday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""wednesday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""thursday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""friday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""saturday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""sunday"": {""open"": ""09:00"", ""close"": ""17:00""}}","true","8:00 AM - 6:00 PM","Open Slots","{""open_hour"": 8, ""close_hour"": 18, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""08:00-10:00"", ""available"": true}, {""slot"": ""10:00-12:00"", ""available"": true}]","9.7480","118.7480","pending","",""
"5fdf5faf-5f5f-4f5f-d5f5-8901234567cd","Carmen","Diaz","Inagawan Laundry","Proper, Brgy. Inagawan, Puerto Princesa City","0955-111-2222","","","","inagawan","inagawan@gmail.com","","[{""service"": ""Regular Wash"", ""price"": 36}, {""service"": ""Farming Clothes"", ""price"": 42}, {""service"": ""Heavy Duty"", ""price"": 55}]","true","Serving the farming community in Inagawan with heavy-duty cleaning services for agricultural work clothes and gear.","Proper, Brgy. Inagawan","{""monday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""tuesday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""wednesday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""thursday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""friday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""saturday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""sunday"": {""open"": ""08:00"", ""close"": ""17:00""}}","true","7:30 AM - 6:30 PM","Open Slots","{""open_hour"": 7, ""close_hour"": 18, ""open_minute"": 30, ""close_minute"": 30}","[{""slot"": ""07:30-09:30"", ""available"": true}, {""slot"": ""09:30-11:30"", ""available"": true}]","9.7520","118.7520","pending","",""
"6fdf6faf-6f6f-4f6f-d6f6-9012345678cd","Raul","Morales","Inagawan Sub-Colony Wash","Zone 3, Brgy. Inagawan Sub-Colony, Puerto Princesa City","0956-222-3333","","","","inagawancolony","inagawancolony@yahoo.com","","[{""service"": ""Regular Laundry"", ""price"": 33}, {""service"": ""Community Discount"", ""price"": 28}, {""service"": ""Express Service"", ""price"": 40}]","true","Community-oriented laundry service in Inagawan Sub-Colony offering discounts for residents and reliable express service.","Zone 3, Brgy. Inagawan Sub-Colony","{""monday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""tuesday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""wednesday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""thursday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""friday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""saturday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""sunday"": {""open"": ""09:00"", ""close"": ""18:00""}}","true","8:00 AM - 7:00 PM","Open Slots","{""open_hour"": 8, ""close_hour"": 19, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""08:00-10:00"", ""available"": true}, {""slot"": ""10:00-12:00"", ""available"": true}]","9.7480","118.7480","pending","",""
"7fdf7faf-7f7f-4f7f-d7f7-0123456789cd","Mercedes","Fernandez","Iwahig Laundry","Proper, Brgy. Iwahig, Puerto Princesa City","0957-333-4444","","","","iwahig","iwahig@gmail.com","","[{""service"": ""Regular Wash"", ""price"": 35}, {""service"": ""Institutional"", ""price"": 30}, {""service"": ""Large Scale"", ""price"": 25}]","true","Serving the Iwahig community including institutional clients with large-scale laundry services and competitive pricing.","Proper, Brgy. Iwahig","{""monday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""tuesday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""wednesday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""thursday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""friday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""saturday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""sunday"": {""open"": ""08:00"", ""close"": ""17:00""}}","true","7:00 AM - 6:00 PM","Open Slots","{""open_hour"": 7, ""close_hour"": 18, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""07:00-09:00"", ""available"": true}, {""slot"": ""09:00-11:00"", ""available"": true}]","9.7500","118.7500","pending","",""
"8fdf8faf-8f8f-4f8f-d8f8-1234567890cd","Rogelio","Castro","Kalipay Laundry","Purok 1, Brgy. Kalipay, Puerto Princesa City","0958-444-5555","","","","kalipay","kalipay@yahoo.com","","[{""service"": ""Basic Wash"", ""price"": 29}, {""service"": ""Budget Service"", ""price"": 25}, {""service"": ""Quick Turnaround"", ""price"": 35}]","true","Budget-friendly laundry service in Kalipay offering basic wash services at affordable prices for the local community.","Purok 1, Brgy. Kalipay","{""monday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""tuesday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""wednesday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""thursday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""friday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""saturday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""sunday"": {""open"": ""09:00"", ""close"": ""16:00""}}","true","8:00 AM - 5:00 PM","Open Slots","{""open_hour"": 8, ""close_hour"": 17, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""08:00-10:00"", ""available"": true}, {""slot"": ""10:00-12:00"", ""available"": true}]","9.7620","118.7620","pending","",""
"9fdf9faf-9f9f-4f9f-d9f9-2345678901cd","Gloria","Ramos","Kamuning Wash Center","Zone 3, Brgy. Kamuning, Puerto Princesa City","0959-555-6666","","","","kamuning","kamuning@gmail.com","","[{""service"": ""Regular Wash"", ""price"": 37}, {""service"": ""Household Items"", ""price"": 45}, {""service"": ""Pickup Delivery"", ""price"": 20}]","true","Serving the Kamuning community with comprehensive laundry services including household items and convenient pickup/delivery.","Zone 3, Brgy. Kamuning","{""monday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""tuesday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""wednesday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""thursday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""friday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""saturday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""sunday"": {""open"": ""08:00"", ""close"": ""17:00""}}","true","7:30 AM - 6:30 PM","Open Slots","{""open_hour"": 7, ""close_hour"": 18, ""open_minute"": 30, ""close_minute"": 30}","[{""slot"": ""07:30-09:30"", ""available"": true}, {""slot"": ""09:30-11:30"", ""available"": true}]","9.7480","118.7480","pending","",""
"0fdf0faf-0f0f-4f0f-d0f0-3456789012cd","Arturo","Vega","Langogan Laundry","Proper, Brgy. Langogan, Puerto Princesa City","0960-666-7777","","","","langogan","langogan@yahoo.com","","[{""service"": ""Regular Wash"", ""price"": 35}, {""service"": ""River Gear"", ""price"": 60}, {""service"": ""Camping Equipment"", ""price"": 75}]","true","Serving the riverside community of Langogan with specialized cleaning for river gear, camping equipment, and regular laundry.","Proper, Brgy. Langogan","{""monday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""tuesday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""wednesday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""thursday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""friday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""saturday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""sunday"": {""open"": ""08:00"", ""close"": ""17:00""}}","true","7:00 AM - 6:00 PM","Open Slots","{""open_hour"": 7, ""close_hour"": 18, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""07:00-09:00"", ""available"": true}, {""slot"": ""09:00-11:00"", ""available"": true}]","9.7550","118.7550","pending","",""
"1fdf1faf-1f1f-4f1f-d1f1-4567890123cd","Lorenzo","Gutierrez","Liwanag Laundry","Centro, Brgy. Liwanag, Puerto Princesa City","0961-777-8888","","","","liwanag","liwanag@gmail.com","","[{""service"": ""Basic Wash"", ""price"": 31}, {""service"": ""Light Cleaning"", ""price"": 25}, {""service"": ""Quick Service"", ""price"": 38}]","true","Small community laundry in Liwanag offering basic wash services with quick turnaround for local residents.","Centro, Brgy. Liwanag","{""monday"": {""open"": ""08:30"", ""close"": ""17:30""}, ""tuesday"": {""open"": ""08:30"", ""close"": ""17:30""}, ""wednesday"": {""open"": ""08:30"", ""close"": ""17:30""}, ""thursday"": {""open"": ""08:30"", ""close"": ""17:30""}, ""friday"": {""open"": ""08:30"", ""close"": ""17:30""}, ""saturday"": {""open"": ""08:30"", ""close"": ""17:30""}, ""sunday"": {""open"": ""09:00"", ""close"": ""16:00""}}","true","8:30 AM - 5:30 PM","Open Slots","{""open_hour"": 8, ""close_hour"": 17, ""open_minute"": 30, ""close_minute"": 30}","[{""slot"": ""08:30-10:30"", ""available"": true}, {""slot"": ""10:30-12:30"", ""available"": true}]","9.7400","118.7400","pending","",""
"2fdf2faf-2f2f-4f2f-d2f2-5678901234cd","Adela","Ruiz","Macarascas Laundry","Proper, Brgy. Macarascas, Puerto Princesa City","0962-888-9999","","","","macarascas","macarascas@yahoo.com","","[{""service"": ""Regular Wash"", ""price"": 34}, {""service"": ""Fishing Community"", ""price"": 30}, {""service"": ""Bulk Service"", ""price"": 26}]","true","Serving the fishing community in Macarascas with specialized services for fishing gear and bulk laundry at affordable prices.","Proper, Brgy. Macarascas","{""monday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""tuesday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""wednesday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""thursday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""friday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""saturday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""sunday"": {""open"": ""08:00"", ""close"": ""17:00""}}","true","7:00 AM - 6:00 PM","Open Slots","{""open_hour"": 7, ""close_hour"": 18, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""07:00-09:00"", ""available"": true}, {""slot"": ""09:00-11:00"", ""available"": true}]","9.7580","118.7580","pending","",""
"3fdf3faf-3f3f-4f3f-d3f3-6789012345cd","Santiago","Ortega","Magarwak Laundry","Purok 2, Brgy. Magarwak, Puerto Princesa City","0963-999-0000","","","","magarwak","magarwak@gmail.com","","[{""service"": ""Wash & Fold"", ""price"": 36}, {""service"": ""Mountain Lodge"", ""price"": 40}, {""service"": ""Tourist Laundry"", ""price"": 42}]","true","Serving both the local Magarwak community and tourists staying at nearby mountain lodges with quality laundry services.","Purok 2, Brgy. Magarwak","{""monday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""tuesday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""wednesday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""thursday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""friday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""saturday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""sunday"": {""open"": ""09:00"", ""close"": ""17:00""}}","true","8:00 AM - 6:00 PM","Open Slots","{""open_hour"": 8, ""close_hour"": 18, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""08:00-10:00"", ""available"": true}, {""slot"": ""10:00-12:00"", ""available"": true}]","9.7620","118.7620","pending","",""
"4fdf4faf-4f4f-4f4f-d4f4-7890123456cd","Esperanza","Cruz","Malinao Laundry","Centro, Brgy. Malinao, Puerto Princesa City","0964-000-1111","","","","malinao","malinao@yahoo.com","","[{""service"": ""Regular Wash"", ""price"": 32}, {""service"": ""Rural Service"", ""price"": 28}, {""service"": ""Quick Turnaround"", ""price"": 38}]","true","Rural-focused laundry service in Malinao providing affordable cleaning with quick turnaround for the farming community.","Centro, Brgy. Malinao","{""monday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""tuesday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""wednesday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""thursday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""friday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""saturday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""sunday"": {""open"": ""09:00"", ""close"": ""16:00""}}","true","8:00 AM - 5:00 PM","Open Slots","{""open_hour"": 8, ""close_hour"": 17, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""08:00-10:00"", ""available"": true}, {""slot"": ""10:00-12:00"", ""available"": true}]","9.7650","118.7650","pending","",""
"a911f253-9d5a-42eb-bada-729acc1bcbb5","Alfonso","Rivera","Manalo Laundry","Proper, Brgy. Manalo, Puerto Princesa City","0965-111-2222","","","","manalo","manalo@gmail.com","","[{""service"": ""Wash & Fold"", ""price"": 35}, {""service"": ""Local Delivery"", ""price"": 20}, {""service"": ""Bulk Discount"", ""price"": 30}]","true","Local laundry service in Manalo offering wash & fold services with delivery options and bulk discounts for families.","Proper, Brgy. Manalo","{""monday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""tuesday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""wednesday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""thursday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""friday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""saturday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""sunday"": {""open"": ""08:00"", ""close"": ""17:00""}}","true","7:30 AM - 6:30 PM","Open Slots","{""open_hour"": 7, ""close_hour"": 18, ""open_minute"": 30, ""close_minute"": 30}","[{""slot"": ""07:30-09:30"", ""available"": true}, {""slot"": ""09:30-11:30"", ""available"": true}]","9.7430","118.7430","pending","",""
"8dc2aadc-2875-455f-94e5-38b00d2d0172","Leticia","Gonzales","Mandaragat Extension Laundry","Extension Road, Brgy. Mandaragat, Puerto Princesa City","0966-222-3333","","","","mandaragatext","mandaragatext@yahoo.com","","[{""service"": ""Regular Wash"", ""price"": 38}, {""service"": ""Express Service"", ""price"": 50}, {""service"": ""Commercial"", ""price"": 32}]","true","Extension of Mandaragat laundry services providing commercial accounts and express service for busy professionals.","Extension Road, Brgy. Mandaragat","{""monday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""tuesday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""wednesday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""thursday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""friday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""saturday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""sunday"": {""open"": ""09:00"", ""close"": ""18:00""}}","true","8:00 AM - 7:00 PM","Open Slots","{""open_hour"": 8, ""close_hour"": 19, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""08:00-10:00"", ""available"": true}, {""slot"": ""10:00-12:00"", ""available"": true}]","9.7410","118.7410","pending","",""
"7fddf770-a071-44bc-a4e4-32e51bb7db45","Dolores","Martinez","Mangingisda Laundry","Fishermen's Village, Brgy. Mangingisda, Puerto Princesa City","0967-333-4444","","","","mangingisda","mangingisda@gmail.com","","[{""service"": ""Fishing Uniforms"", ""price"": 35}, {""service"": ""Boat Linens"", ""price"": 45}, {""service"": ""Fishermen Discount"", ""price"": 28}]","true","Specialized laundry service for the fishing community in Mangingisda, cleaning fishing uniforms and boat linens with community discounts.","Fishermen's Village, Brgy. Mangingisda","{""monday"": {""open"": ""06:00"", ""close"": ""19:00""}, ""tuesday"": {""open"": ""06:00"", ""close"": ""19:00""}, ""wednesday"": {""open"": ""06:00"", ""close"": ""19:00""}, ""thursday"": {""open"": ""06:00"", ""close"": ""19:00""}, ""friday"": {""open"": ""06:00"", ""close"": ""19:00""}, ""saturday"": {""open"": ""06:00"", ""close"": ""19:00""}, ""sunday"": {""open"": ""07:00"", ""close"": ""18:00""}}","true","6:00 AM - 7:00 PM","Open Slots","{""open_hour"": 6, ""close_hour"": 19, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""06:00-08:00"", ""available"": true}, {""slot"": ""08:00-10:00"", ""available"": true}]","9.7440","118.7440","pending","",""
"61f9278e-3647-4b19-b541-aac38101961b","Ignacio","Perez","Maranatha Laundry","Proper, Brgy. Maranatha, Puerto Princesa City","0968-444-5555","","","","maranatha","maranatha@yahoo.com","","[{""service"": ""Regular Wash"", ""price"": 34}, {""service"": ""Community Service"", ""price"": 30}, {""service"": ""Church Linens"", ""price"": 40}]","true","Community-focused laundry in Maranatha serving local residents and religious institutions with specialized church linen cleaning.","Proper, Brgy. Maranatha","{""monday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""tuesday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""wednesday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""thursday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""friday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""saturday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""sunday"": {""open"": ""09:00"", ""close"": ""17:00""}}","true","8:00 AM - 6:00 PM","Open Slots","{""open_hour"": 8, ""close_hour"": 18, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""08:00-10:00"", ""available"": true}, {""slot"": ""10:00-12:00"", ""available"": true}]","9.7470","118.7470","pending","",""
"9495da5b-5a31-4ab5-8660-14e07e4451cb","Blanca","Rivera","Maruyogon Laundry","Purok 3, Brgy. Maruyogon, Puerto Princesa City","0969-555-6666","","","","maruyogon","maruyogon@gmail.com","","[{""service"": ""Wash & Fold"", ""price"": 33}, {""service"": ""Agricultural Work"", ""price"": 40}, {""service"": ""Seasonal Discount"", ""price"": 28}]","true","Rural laundry service in Maruyogon specializing in agricultural work clothes with seasonal discounts for farming families.","Purok 3, Brgy. Maruyogon","{""monday"": {""open"": ""07:30"", ""close"": ""17:30""}, ""tuesday"": {""open"": ""07:30"", ""close"": ""17:30""}, ""wednesday"": {""open"": ""07:30"", ""close"": ""17:30""}, ""thursday"": {""open"": ""07:30"", ""close"": ""17:30""}, ""friday"": {""open"": ""07:30"", ""close"": ""17:30""}, ""saturday"": {""open"": ""07:30"", ""close"": ""17:30""}, ""sunday"": {""open"": ""08:00"", ""close"": ""16:00""}}","true","7:30 AM - 5:30 PM","Open Slots","{""open_hour"": 7, ""close_hour"": 17, ""open_minute"": 30, ""close_minute"": 30}","[{""slot"": ""07:30-09:30"", ""available"": true}, {""slot"": ""09:30-11:30"", ""available"": true}]","9.7510","118.7510","pending","",""
"3c1ad81b-a437-4594-a1ec-94a331f676cc","Felipe","Santos","Maunlad Laundry","Zone 2, Brgy. Maunlad, Puerto Princesa City","0970-666-7777","","","","maunlad","maunlad@yahoo.com","","[{""service"": ""Regular Wash"", ""price"": 35}, {""service"": ""Business Shirts"", ""price"": 45}, {""service"": ""Express Service"", ""price"": 48}]","true","Modern laundry service in Maunlad serving business professionals with shirt cleaning and express service options.","Zone 2, Brgy. Maunlad","{""monday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""tuesday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""wednesday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""thursday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""friday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""saturday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""sunday"": {""open"": ""09:00"", ""close"": ""18:00""}}","true","8:00 AM - 7:00 PM","Open Slots","{""open_hour"": 8, ""close_hour"": 19, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""08:00-10:00"", ""available"": true}, {""slot"": ""10:00-12:00"", ""available"": true}]","9.7380","118.7380","pending","",""
"1adb9244-47bf-47f3-b8a7-9a8dfa5271fb","Juana","Mendoza","Maytigued Laundry","Proper, Brgy. Maytigued, Puerto Princesa City","0971-777-8888","","","","maytigued","maytigued@gmail.com","","[{""service"": ""Basic Wash"", ""price"": 29}, {""service"": ""Rural Pricing"", ""price"": 25}, {""service"": ""Same-Day Service"", ""price"": 35}]","true","Budget-friendly laundry in Maytigued serving the rural community with basic wash services and same-day options.","Proper, Brgy. Maytigued","{""monday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""tuesday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""wednesday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""thursday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""friday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""saturday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""sunday"": {""open"": ""09:00"", ""close"": ""16:00""}}","true","8:00 AM - 5:00 PM","Open Slots","{""open_hour"": 8, ""close_hour"": 17, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""08:00-10:00"", ""available"": true}, {""slot"": ""10:00-12:00"", ""available"": true}]","9.7540","118.7540","pending","",""
"2fdf1faf-2f2f-4f2f-d2f2-5678901234cd","Pedro","Hernandez","Montible Laundry","Sitio Proper, Brgy. Montible, Puerto Princesa City","0972-888-9999","","","","montible","montible@yahoo.com","","[{""service"": ""Regular Wash"", ""price"": 34}, {""service"": ""Mountain Gear"", ""price"": 55}, {""service"": ""Hiking Clothes"", ""price"": 48}]","true","Mountain community laundry in Montible specializing in outdoor gear and hiking clothes cleaning for trekkers and locals.","Sitio Proper, Brgy. Montible","{""monday"": {""open"": ""07:30"", ""close"": ""17:30""}, ""tuesday"": {""open"": ""07:30"", ""close"": ""17:30""}, ""wednesday"": {""open"": ""07:30"", ""close"": ""17:30""}, ""thursday"": {""open"": ""07:30"", ""close"": ""17:30""}, ""friday"": {""open"": ""07:30"", ""close"": ""17:30""}, ""saturday"": {""open"": ""07:30"", ""close"": ""17:30""}, ""sunday"": {""open"": ""08:00"", ""close"": ""16:00""}}","true","7:30 AM - 5:30 PM","Open Slots","{""open_hour"": 7, ""close_hour"": 17, ""open_minute"": 30, ""close_minute"": 30}","[{""slot"": ""07:30-09:30"", ""available"": true}, {""slot"": ""09:30-11:30"", ""available"": true}]","9.7580","118.7580","pending","",""
